Model,MCC,Accuracy,F1,MCC_SE,Accuracy_SE,F1_SE,MCC_Lower,MCC_Upper,Accuracy_Lower,Accuracy_Upper,F1_Lower,F1_Upper,Task
large_modern,0.9669309205570065,0.9852579852579852,0.9852849845524037,0.013373064335581355,0.005928253573080835,0.005906817573412729,0.9535578562214251,0.9803039848925879,0.9793297316849044,0.991186238831066,0.9793781669789909,0.9911918021258164,ibm_claimstance_topic_entailment
large_modern,0.6974858324629157,0.9736842105263158,0.977889930305215,0.4101846777141923,0.026091133166593172,0.018153828389358775,0.2873011547487234,1.107670510177108,0.9475930773597226,0.999775343692909,0.9597361019158562,0.9960437586945737,polistance_issue_tweets
large_modern,0.7847863724183944,0.8967495219885278,0.8973759303955461,0.01934543831088043,0.009283524489297985,0.009159375029713451,0.765440934107514,0.8041318107292749,0.8874659974992297,0.9060330464778258,0.8882165553658327,0.9065353054252595,scad_event_entailment
large_modern,0.6975023999640967,0.9627507163323782,0.9625625572741079,0.04060306497059349,0.00498927429818326,0.005052112222102663,0.6568993349935032,0.7381054649346902,0.9577614420341949,0.9677399906305615,0.9575104450520052,0.9676146694962106,targeted_hatespeech_entailment
large_modern,0.8837814982483412,0.9467061435973353,0.9466813732313109,0.013502278160619694,0.0061866441126539025,0.006191922390792628,0.8702792200877215,0.8972837764089608,0.9405194994846814,0.9528927877099892,0.9404894508405183,0.9528732956221034,violent_hatespeech_entailment
llama,0.5299003634301015,0.7528276779773786,0.7553860743852797,0.014841239108960947,0.007901806849341568,0.00778299547079459,0.5150591243211405,0.5447416025390625,0.744925871128037,0.7607294848267202,0.7476030789144851,0.7631690698560744,PoliStance_Affect
llama,0.09765674863521515,0.5454545454545454,0.5525889602066125,0.05699009940926376,0.028296558162780445,0.027897645438336165,0.04066664922595139,0.1546468480444789,0.517157987291765,0.5737511036173258,0.5246913147682764,0.5804866056449487,PoliStance_Affect_QT
llama,0.8225016605719215,0.9114411441144115,0.911462657998623,0.013450507476648698,0.006713979035536437,0.0067102270051158,0.8090511530952729,0.8359521680485702,0.9047271650788751,0.9181551231499478,0.9047524309935072,0.9181728850037388,acled_event_entailment
llama,0.9392811748893878,0.9692186266771902,0.9692565489583624,0.009499274032879394,0.0048903124096747195,0.004877864399673863,0.9297819008565084,0.9487804489222672,0.9643283142675154,0.9741089390868649,0.9643786845586886,0.9741344133580363,argument_quality_ranking_entailment
llama,0.8914819637987005,0.9454439930354034,0.9453501388146104,0.010635262792497232,0.005384550620505786,0.005403359776649104,0.8808467010062032,0.9021172265911978,0.9400594424148976,0.9508285436559092,0.9399467790379613,0.9507534985912595,bill_summary_entailment
llama,0.753412548689553,0.8705882352941177,0.8724158269436854,0.03874801976333041,0.02139276467927503,0.0208829767775625,0.7146645289262226,0.7921605684528834,0.8491954706148427,0.8919809999733926,0.8515328501661229,0.8932988037212478,dehumanizing_hatespeech_entailment
llama,0.9323050506019391,0.9667648296171645,0.9669743809544554,0.007099864121864328,0.0035753222517581973,0.003530645633523046,0.9252051864800748,0.9394049147238035,0.9631895073654063,0.9703401518689226,0.9634437353209324,0.9705050265879784,dem_rep_party_platform_topics
llama,0.6013172665545111,0.8181818181818182,0.8123759428344581,0.043574331570926036,0.020421861020240933,0.021548367969428297,0.5577429349835851,0.6448915981254372,0.7977599571615773,0.8386036792020591,0.7908275748650299,0.8339243108038864,ibm_claimstance_entailment
llama,0.9446983128155173,0.9754299754299754,0.9752329042073483,0.01667566972733209,0.007520187361282643,0.007647512353185259,0.9280226430881852,0.9613739825428494,0.9679097880686928,0.9829501627912581,0.967585391854163,0.9828804165605336,ibm_claimstance_topic_entailment
llama,0.27509212216215073,0.7631578947368421,0.8436510857563488,0.17581122483023987,0.07121306935203253,0.05076901524568745,0.09928089733191087,0.4509033469923906,0.6919448253848096,0.8343709640888747,0.7928820705106614,0.8944201010020363,polistance_issue_tweets
llama,0.7780339010884529,0.8957934990439771,0.8937808887018694,0.019253598494656923,0.009248903344413285,0.009581692156190006,0.758780302593796,0.7972874995831098,0.8865445956995638,0.9050424023883904,0.8841991965456795,0.9033625808580594,scad_event_entailment
llama,0.311476830317595,0.7643266475644699,0.8214021319122712,0.028837918502080295,0.01140980074269795,0.008650983118412217,0.2826389118155147,0.3403147488196753,0.752916846821772,0.7757364483071678,0.812751148793859,0.8300531150306834,targeted_hatespeech_entailment
llama,0.6057132563940675,0.7838638045891931,0.7882671274577399,0.019823147554989994,0.01173278524878655,0.01136873786683837,0.5858901088390774,0.6255364039490575,0.7721310193404066,0.7955965898379797,0.7768983895909015,0.7996358653245782,violent_hatespeech_entailment
sonnet,0.7822429948950972,0.896540252827678,0.8956595700865576,0.011322278169053946,0.005440752043148269,0.005534623128237409,0.7709207167260432,0.7935652730641511,0.8910995007845297,0.9019810048708263,0.8901249469583202,0.901194193214795,PoliStance_Affect
sonnet,0.29445449322146716,0.6744868035190615,0.6712762124250171,0.052391127004089114,0.025425875275254233,0.02591892568899767,0.24206336621737806,0.34684562022555626,0.6490609282438073,0.6999126787943157,0.6453572867360194,0.6971951381140148,PoliStance_Affect_QT
sonnet,0.704422516468363,0.8305830583058306,0.8274379418139834,0.01329321118253519,0.008783294431945967,0.009103169713021563,0.6911293052858277,0.7177157276508982,0.8217997638738846,0.8393663527377765,0.8183347721009618,0.836541111527005,acled_event_entailment
sonnet,0.9455111987640831,0.9723756906077348,0.9723010814992024,0.008539802042950444,0.004442985588286913,0.004466262835839299,0.9369713967211326,0.9540510008070335,0.9679327050194478,0.9768186761960217,0.9678348186633631,0.9767673443350416,argument_quality_ranking_entailment
sonnet,0.9353070421345483,0.967498549042368,0.9675130150562601,0.00824509372617839,0.004169380721238463,0.004165388192102334,0.9270619484083699,0.9435521358607267,0.9633291683211295,0.9716679297636065,0.9633476268641578,0.9716784032483624,bill_summary_entailment
sonnet,0.6799052904826203,0.8509803921568627,0.8492165230989701,0.04751813738057938,0.022305686204702788,0.02278445540602276,0.6323871531020409,0.7274234278631997,0.82867470595216,0.8732860783615655,0.8264320676929473,0.8720009785049929,dehumanizing_hatespeech_entailment
sonnet,0.9527638910161714,0.9777029869583509,0.9776359953561258,0.00621219492333564,0.0029544540542035913,0.0029720786017522253,0.9465516960928357,0.9589760859395071,0.9747485329041473,0.9806574410125545,0.9746639167543736,0.980608073957878,dem_rep_party_platform_topics
sonnet,0.7409060662066407,0.873900293255132,0.8666601187051873,0.03233532537712781,0.017597931378223564,0.019607632319995936,0.7085707408295129,0.7732413915837685,0.8563023618769084,0.8914982246333555,0.8470524863851914,0.8862677510251833,ibm_claimstance_entailment
sonnet,0.9504946580066453,0.9778869778869779,0.977685662102947,0.015444078288093596,0.0070161042064343735,0.007149006674471736,0.9350505797185518,0.9659387362947389,0.9708708736805435,0.9849030820934123,0.9705366554284753,0.9848346687774188,ibm_claimstance_topic_entailment
sonnet,0.4793012932694108,0.9210526315789473,0.9430689399555227,0.3044374939197045,0.044549577101748096,0.029631640596750518,0.1748637993497063,0.7837387871891153,0.8765030544771992,0.9656022086806955,0.9134372993587722,0.9727005805522732,polistance_issue_tweets
sonnet,0.9349434435180707,0.9684512428298279,0.9686246334121105,0.010651779715510921,0.005271034997357715,0.005215798927923139,0.9242916638025598,0.9455952232335816,0.9631802078324702,0.9737222778271856,0.9634088344841873,0.9738404323400336,scad_event_entailment
sonnet,0.4329408965857283,0.9426934097421203,0.9342906767523017,0.050920384269970906,0.00608544314464288,0.007488364750276618,0.3820205123157574,0.48386128085569924,0.9366079665974775,0.9487788528867632,0.9268023120020251,0.9417790415025783,targeted_hatespeech_entailment
sonnet,0.506344607842136,0.7816432272390822,0.771333456919816,0.025240176226495242,0.011603735039212701,0.012591990055175108,0.48110443161564076,0.5315847840686312,0.7700394921998694,0.7932469622782949,0.758741466864641,0.7839254469749911,violent_hatespeech_entailment
